"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","E00002079","E00002079","Total",115,0,65,48,2,0,0
"2011","E00002080","E00002080","Total",106,0,23,68,8,6,1
"2011","E00002082","E00002082","Total",151,0,30,40,57,16,8
"2011","E00002085","E00002085","Total",202,0,1,76,61,52,12
"2011","E00002087","E00002087","Total",101,0,2,25,53,19,2
"2011","E00002107","E00002107","Total",113,0,4,50,42,14,3
"2011","E00002240","E00002240","Total",185,0,5,27,128,19,6
"2011","E00002259","E00002259","Total",149,0,65,54,19,6,5
"2011","E00002260","E00002260","Total",158,0,18,62,62,15,1
"2011","E00002262","E00002262","Total",137,0,62,69,5,1,0
"2011","E00002263","E00002263","Total",196,0,27,104,40,13,12
"2011","E00002242","E00002242","Total",121,0,8,40,34,32,7
"2011","E00002243","E00002243","Total",108,0,27,10,53,15,3
"2011","E00002251","E00002251","Total",124,0,27,55,26,13,3
"2011","E00002252","E00002252","Total",135,2,52,52,21,5,3
"2011","E00002257","E00002257","Total",129,1,30,73,21,4,0
"2011","E00002272","E00002272","Total",121,0,15,39,33,30,4
"2011","E00001880","E00001880","Total",111,0,2,36,60,9,4
"2011","E00001881","E00001881","Total",116,0,4,52,40,16,4
"2011","E00001883","E00001883","Total",127,0,3,16,54,40,14
"2011","E00001884","E00001884","Total",92,0,0,4,35,43,10
"2011","E00001903","E00001903","Total",141,1,4,13,57,44,22
"2011","E00001868","E00001868","Total",133,0,3,50,65,10,5
"2011","E00001873","E00001873","Total",125,0,2,28,80,13,2
"2011","E00001886","E00001886","Total",142,0,42,34,20,36,10
"2011","E00001887","E00001887","Total",110,0,47,50,7,5,1
"2011","E00001889","E00001889","Total",136,0,40,53,32,10,1
"2011","E00001891","E00001891","Total",134,0,1,48,73,11,1
"2011","E00001878","E00001878","Total",141,1,21,23,76,18,2
"2011","E00001899","E00001899","Total",126,0,1,35,56,28,6
"2011","E00001900","E00001900","Total",119,1,1,29,53,24,11
"2011","E00001901","E00001901","Total",121,0,0,45,47,23,6
"2011","E00001902","E00001902","Total",111,0,4,33,46,18,10
"2011","E00002074","E00002074","Total",203,1,45,103,17,22,15
"2011","E00002075","E00002075","Total",147,1,62,62,15,3,4
"2011","E00002084","E00002084","Total",128,1,79,17,26,2,3
"2011","E00002086","E00002086","Total",134,0,21,72,36,4,1
"2011","E00002088","E00002088","Total",130,2,48,21,17,41,1
"2011","E00002089","E00002089","Total",140,0,4,63,39,22,12
"2011","E00002253","E00002253","Total",127,0,0,6,53,57,11
"2011","E00002254","E00002254","Total",126,1,44,43,20,13,5
"2011","E00002255","E00002255","Total",121,0,22,31,19,35,14
"2011","E00002256","E00002256","Total",135,0,2,27,34,54,18
"2011","E00002258","E00002258","Total",122,1,30,24,53,13,1
"2011","E00002241","E00002241","Total",155,7,31,65,29,9,14
"2011","E00002261","E00002261","Total",85,0,1,6,42,28,8
"2011","E00002264","E00002264","Total",144,8,42,62,22,8,2
"2011","E00002265","E00002265","Total",99,0,11,20,24,27,17
"2011","E00002266","E00002266","Total",162,2,15,34,48,46,17
"2011","E00002267","E00002267","Total",136,4,87,14,8,15,8
"2011","E00001870","E00001870","Total",131,1,3,76,38,9,4
"2011","E00001871","E00001871","Total",102,0,12,17,65,7,1
"2011","E00001876","E00001876","Total",134,0,6,51,66,9,2
"2011","E00001877","E00001877","Total",60,0,9,19,14,13,5
"2011","E00001879","E00001879","Total",145,1,22,75,31,12,4
"2011","E00001882","E00001882","Total",88,0,0,46,31,11,0
"2011","E00001869","E00001869","Total",128,0,1,32,65,23,7
"2011","E00001872","E00001872","Total",118,0,0,10,72,32,4
"2011","E00001885","E00001885","Total",138,0,2,38,67,24,7
"2011","E00001892","E00001892","Total",146,0,3,39,80,18,6
"2011","E00001894","E00001894","Total",103,0,19,22,54,6,2
"2011","E00001874","E00001874","Total",158,0,24,51,76,6,1
"2011","E00001890","E00001890","Total",124,0,8,67,48,1,0
"2011","E00001893","E00001893","Total",143,1,3,83,44,11,1
"2011","E00001895","E00001895","Total",169,2,27,79,47,10,4
"2011","E00001896","E00001896","Total",176,0,21,60,74,16,5
"2011","E00001867","E00001867","Total",164,0,49,55,56,3,1
"2011","E00001875","E00001875","Total",139,0,38,23,73,3,2
"2011","E00001888","E00001888","Total",132,0,21,48,32,28,3
"2011","E00001897","E00001897","Total",106,0,45,55,4,1,1
"2011","E00001898","E00001898","Total",118,0,21,45,46,6,0
"2011","E00001944","E00001944","Total",116,0,14,23,61,16,2
"2011","E00001945","E00001945","Total",135,0,1,16,109,7,2
"2011","E00001946","E00001946","Total",127,1,1,37,77,11,0
"2011","E00001951","E00001951","Total",120,1,1,42,70,5,1
"2011","E00001956","E00001956","Total",113,0,0,28,76,6,3
"2011","E00001952","E00001952","Total",111,0,6,38,46,16,5
"2011","E00001954","E00001954","Total",114,0,1,25,59,26,3
"2011","E00001961","E00001961","Total",126,0,0,11,74,34,7
"2011","E00001964","E00001964","Total",126,0,1,3,81,34,7
"2011","E00001968","E00001968","Total",142,0,35,62,34,10,1
"2011","E00001949","E00001949","Total",110,1,28,17,57,7,0
"2011","E00001958","E00001958","Total",122,0,2,13,80,24,3
"2011","E00001960","E00001960","Total",112,1,1,11,70,25,4
"2011","E00001966","E00001966","Total",114,0,3,6,76,21,8
"2011","E00001967","E00001967","Total",132,1,35,40,39,11,6
"2011","E00001943","E00001943","Total",125,1,44,21,54,4,1
"2011","E00001947","E00001947","Total",131,0,45,6,71,8,1
"2011","E00001948","E00001948","Total",119,0,36,50,31,2,0
"2011","E00001950","E00001950","Total",123,0,1,16,99,7,0
"2011","E00001953","E00001953","Total",135,0,3,8,109,12,3
"2011","E00165791","E00165791","Total",114,1,0,37,67,8,1
"2011","E00002857","E00002857","Total",106,1,8,8,67,19,3
"2011","E00002859","E00002859","Total",126,0,0,8,79,33,6
"2011","E00002865","E00002865","Total",118,0,3,3,76,30,6
"2011","E00002867","E00002867","Total",108,0,5,5,57,29,12
"2011","E00002869","E00002869","Total",140,1,4,13,97,21,4
"2011","E00002872","E00002872","Total",119,0,2,10,80,23,4
"2011","E00002878","E00002878","Total",112,0,4,7,85,15,1
"2011","E00174696","E00174696","Total",134,0,9,50,49,21,5
"2011","E00174697","E00174697","Total",87,1,3,12,50,19,2
"2011","E00002864","E00002864","Total",115,0,7,24,61,17,6
"2011","E00002868","E00002868","Total",109,0,2,7,72,23,5
"2011","E00002870","E00002870","Total",172,0,49,51,56,14,2
"2011","E00002873","E00002873","Total",116,0,1,36,56,17,6
"2011","E00002877","E00002877","Total",114,0,2,83,29,0,0
"2011","E00002850","E00002850","Total",166,0,50,64,36,11,5
"2011","E00002851","E00002851","Total",124,1,4,9,73,26,11
"2011","E00002852","E00002852","Total",112,1,1,6,69,20,15
"2011","E00002856","E00002856","Total",123,0,1,3,74,34,11
"2011","E00002854","E00002854","Total",148,1,9,41,84,9,4
"2011","E00002855","E00002855","Total",128,0,1,8,87,26,6
"2011","E00002862","E00002862","Total",125,0,6,13,81,20,5
"2011","E00174685","E00174685","Total",143,0,9,116,8,6,4
"2011","E00174703","E00174703","Total",136,1,3,36,56,30,10
"2011","E00002858","E00002858","Total",126,0,16,46,39,18,7
"2011","E00002861","E00002861","Total",149,3,38,17,76,13,2
"2011","E00002863","E00002863","Total",117,1,3,6,85,17,5
"2011","E00002871","E00002871","Total",135,1,5,3,84,37,5
"2011","E00002499","E00002499","Total",120,0,3,7,89,19,2
"2011","E00002505","E00002505","Total",121,0,6,6,82,23,4
"2011","E00002509","E00002509","Total",115,0,3,2,69,25,16
"2011","E00002530","E00002530","Total",115,1,2,19,72,15,6
"2011","E00002502","E00002502","Total",128,0,0,13,90,21,4
"2011","E00002504","E00002504","Total",117,1,14,31,51,17,3
"2011","E00002506","E00002506","Total",130,1,21,87,19,2,0
"2011","E00002511","E00002511","Total",120,0,2,9,76,23,10
"2011","E00002496","E00002496","Total",126,0,1,10,89,19,7
"2011","E00002525","E00002525","Total",128,0,9,34,47,27,11
"2011","E00002526","E00002526","Total",132,1,28,22,54,19,8
"2011","E00002529","E00002529","Total",131,0,5,10,81,28,7
"2011","E00002497","E00002497","Total",122,0,13,35,56,13,5
"2011","E00002500","E00002500","Total",101,0,2,17,59,18,5
"2011","E00002501","E00002501","Total",131,0,14,70,31,11,5
"2011","E00002527","E00002527","Total",107,1,57,43,6,0,0
"2011","E00002528","E00002528","Total",125,0,25,42,37,15,6
"2011","E00002866","E00002866","Total",202,0,32,124,35,10,1
"2011","E00002874","E00002874","Total",134,0,1,4,90,30,9
"2011","E00002875","E00002875","Total",132,1,9,10,83,20,9
"2011","E00174698","E00174698","Total",79,0,5,6,52,11,5
"2011","E00174699","E00174699","Total",122,1,24,32,45,17,3
"2011","E00002498","E00002498","Total",126,0,4,78,24,12,8
"2011","E00002508","E00002508","Total",117,0,6,50,46,14,1
"2011","E00002510","E00002510","Total",126,2,41,45,25,10,3
"2011","E00002512","E00002512","Total",139,0,37,83,15,2,2
"2011","E00002513","E00002513","Total",120,0,12,91,13,3,1
"2011","E00002503","E00002503","Total",123,0,50,25,28,13,7
"2011","E00002507","E00002507","Total",132,0,1,8,74,36,13
"2011","E00002515","E00002515","Total",116,1,0,8,64,30,13
"2011","E00002518","E00002518","Total",120,0,0,3,81,29,7
"2011","E00002608","E00002608","Total",123,1,0,4,86,24,8
"2011","E00002634","E00002634","Total",110,0,9,45,48,6,2
"2011","E00002635","E00002635","Total",134,0,2,4,71,39,18
"2011","E00002636","E00002636","Total",133,2,15,85,13,15,3
"2011","E00002849","E00002849","Total",178,0,28,30,92,22,6
"2011","E00002876","E00002876","Total",107,0,3,11,69,18,6
"2011","E00002880","E00002880","Total",123,0,9,16,72,24,2
"2011","E00002881","E00002881","Total",106,1,17,24,52,10,2
"2011","E00002882","E00002882","Total",136,0,39,45,43,7,2
"2011","E00002610","E00002610","Total",129,0,15,13,76,15,10
"2011","E00002612","E00002612","Total",137,1,4,9,91,27,5
"2011","E00002617","E00002617","Total",113,0,2,8,72,18,13
"2011","E00002628","E00002628","Total",135,0,2,8,88,23,14
"2011","E00002629","E00002629","Total",129,0,1,8,88,23,9
"2011","E00002630","E00002630","Total",98,0,0,7,57,24,10
"2011","E00002633","E00002633","Total",107,1,5,7,71,18,5
"2011","E00002613","E00002613","Total",121,0,1,1,29,57,33
"2011","E00002632","E00002632","Total",127,0,3,6,24,70,24
"2011","E00002637","E00002637","Total",158,1,62,64,21,6,4
"2011","E00002638","E00002638","Total",116,0,4,17,25,49,21
"2011","E00002609","E00002609","Total",123,0,2,4,77,30,10
"2011","E00002611","E00002611","Total",120,0,1,5,40,56,18
"2011","E00002615","E00002615","Total",116,0,0,9,33,57,17
"2011","E00002620","E00002620","Total",119,0,1,5,58,38,17
"2011","E00002607","E00002607","Total",105,2,59,37,3,3,1
"2011","E00002614","E00002614","Total",120,1,4,4,77,28,6
"2011","E00002616","E00002616","Total",101,0,1,1,66,25,8
"2011","E00002621","E00002621","Total",105,0,0,3,32,59,11
"2011","E00002625","E00002625","Total",117,0,37,7,41,25,7
"2011","E00002619","E00002619","Total",117,0,0,3,25,59,30
"2011","E00002622","E00002622","Total",120,3,0,13,55,40,9
"2011","E00002623","E00002623","Total",121,0,4,19,46,39,13
"2011","E00002624","E00002624","Total",113,0,1,18,52,31,11
"2011","E00002618","E00002618","Total",96,1,33,45,13,2,2
"2011","E00002626","E00002626","Total",158,0,38,48,39,27,6
"2011","E00002627","E00002627","Total",119,0,12,52,35,16,4
"2011","E00002631","E00002631","Total",126,0,2,0,70,37,17
"2011","E00002514","E00002514","Total",138,0,33,56,40,6,3
"2011","E00002516","E00002516","Total",129,1,1,4,83,31,9
"2011","E00002517","E00002517","Total",122,0,13,8,76,19,6
"2011","E00002519","E00002519","Total",168,0,38,23,81,22,4
"2011","E00002520","E00002520","Total",112,0,10,52,46,3,1
"2011","E00002521","E00002521","Total",125,0,15,21,72,16,1
"2011","E00002522","E00002522","Total",127,0,16,7,93,10,1
"2011","E00002523","E00002523","Total",121,0,0,3,72,33,13
"2011","E00002524","E00002524","Total",144,0,28,65,40,8,3
"2011","E00003003","E00003003","Total",131,0,0,25,57,34,15
"2011","E00003006","E00003006","Total",126,0,10,63,45,3,5
"2011","E00003008","E00003008","Total",143,1,1,6,107,22,6
"2011","E00003009","E00003009","Total",141,0,2,9,105,21,4
"2011","E00003002","E00003002","Total",110,0,2,57,34,15,2
"2011","E00003004","E00003004","Total",114,1,7,63,29,8,6
"2011","E00003005","E00003005","Total",125,0,23,43,51,8,0
"2011","E00003007","E00003007","Total",141,0,5,9,89,29,9
"2011","E00003038","E00003038","Total",104,0,3,25,62,12,2
"2011","E00003034","E00003034","Total",115,0,7,12,82,9,5
"2011","E00003035","E00003035","Total",113,0,1,27,70,11,4
"2011","E00003036","E00003036","Total",119,1,15,27,59,13,4
"2011","E00003037","E00003037","Total",115,1,17,15,71,8,3
"2011","E00003039","E00003039","Total",143,0,21,18,79,20,5
"2011","E00002361","E00002361","Total",138,0,2,5,40,59,32
"2011","E00002362","E00002362","Total",128,0,3,3,77,32,13
"2011","E00002365","E00002365","Total",127,0,1,35,49,28,14
"2011","E00002366","E00002366","Total",142,1,1,7,43,66,24
"2011","E00002345","E00002345","Total",92,0,8,42,31,10,1
"2011","E00002349","E00002349","Total",100,0,17,43,38,1,1
"2011","E00002378","E00002378","Total",54,0,2,20,25,4,3
"2011","E00002379","E00002379","Total",177,1,25,67,62,17,5
"2011","E00002346","E00002346","Total",109,0,30,18,31,23,7
"2011","E00002380","E00002380","Total",113,0,2,20,75,11,5
"2011","E00002381","E00002381","Total",124,1,16,53,41,12,1
"2011","E00002382","E00002382","Total",142,0,63,17,48,10,4
"2011","E00002347","E00002347","Total",125,0,0,6,61,42,16
"2011","E00002351","E00002351","Total",142,0,5,11,81,31,14
"2011","E00002352","E00002352","Total",139,0,8,14,82,30,5
"2011","E00002359","E00002359","Total",126,0,6,8,80,26,6
"2011","E00002348","E00002348","Total",129,0,47,27,29,16,10
"2011","E00002350","E00002350","Total",112,0,49,3,36,19,5
"2011","E00002356","E00002356","Total",120,0,27,36,30,18,9
"2011","E00002358","E00002358","Total",123,0,4,44,38,23,14
"2011","E00002364","E00002364","Total",190,0,24,84,54,19,9
"2011","E00002797","E00002797","Total",125,1,4,66,44,10,0
"2011","E00002798","E00002798","Total",110,1,1,12,61,28,7
"2011","E00002799","E00002799","Total",109,0,0,6,74,21,8
"2011","E00002800","E00002800","Total",118,0,4,6,75,20,13
"2011","E00002773","E00002773","Total",112,0,9,12,63,19,9
"2011","E00002801","E00002801","Total",119,1,5,8,84,16,5
"2011","E00002802","E00002802","Total",117,0,5,15,74,15,8
"2011","E00002803","E00002803","Total",126,1,3,13,78,25,6
"2011","E00002772","E00002772","Total",107,0,2,16,70,13,6
"2011","E00002778","E00002778","Total",111,0,1,36,50,21,3
"2011","E00002804","E00002804","Total",122,1,1,8,80,27,5
"2011","E00002805","E00002805","Total",88,0,0,24,46,11,7
"2011","E00002770","E00002770","Total",139,0,22,46,43,21,7
"2011","E00002776","E00002776","Total",99,1,37,30,14,14,3
"2011","E00002777","E00002777","Total",130,0,12,25,57,30,6
"2011","E00002781","E00002781","Total",125,1,21,34,48,17,4
"2011","E00002806","E00002806","Total",132,0,29,26,57,14,6
"2011","E00002769","E00002769","Total",119,0,22,48,43,6,0
"2011","E00002779","E00002779","Total",138,1,94,41,2,0,0
"2011","E00002790","E00002790","Total",125,2,17,56,36,12,2
"2011","E00174553","E00174553","Total",169,0,15,112,24,16,2
"2011","E00174554","E00174554","Total",119,0,11,58,28,17,5
"2011","E00174704","E00174704","Total",123,0,30,89,3,1,0
"2011","E00002742","E00002742","Total",115,1,17,50,34,10,3
"2011","E00002753","E00002753","Total",123,0,3,4,20,63,33
"2011","E00002759","E00002759","Total",127,0,0,4,32,59,32
"2011","E00002760","E00002760","Total",115,0,0,0,21,59,35
"2011","E00002751","E00002751","Total",115,0,0,4,59,33,19
"2011","E00002757","E00002757","Total",109,0,0,2,43,45,19
"2011","E00002764","E00002764","Total",133,1,2,31,39,51,9
"2011","E00002766","E00002766","Total",117,1,1,1,53,47,14
"2011","E00002755","E00002755","Total",114,1,1,4,77,21,10
"2011","E00002758","E00002758","Total",114,0,0,3,79,18,14
"2011","E00002761","E00002761","Total",125,0,1,3,86,21,14
"2011","E00002768","E00002768","Total",122,0,21,17,60,17,7
"2011","E00002748","E00002748","Total",139,0,23,24,35,38,19
"2011","E00174557","E00174557","Total",402,8,274,46,34,11,29
"2011","E00174695","E00174695","Total",94,1,9,15,27,30,12
"2011","E00174700","E00174700","Total",53,0,20,13,11,5,4
"2011","E00174730","E00174730","Total",99,5,80,3,2,0,9
"2011","E00002750","E00002750","Total",120,0,0,5,79,27,9
"2011","E00002752","E00002752","Total",116,0,3,5,65,29,14
"2011","E00002754","E00002754","Total",115,0,0,3,88,19,5
"2011","E00002756","E00002756","Total",129,0,1,4,88,27,9
"2011","E00002354","E00002354","Total",118,0,2,5,66,34,11
"2011","E00002357","E00002357","Total",123,0,2,18,63,36,4
"2011","E00002363","E00002363","Total",121,0,1,19,33,48,20
"2011","E00002367","E00002367","Total",148,1,13,7,25,66,36
"2011","E00002353","E00002353","Total",109,0,23,77,6,3,0
"2011","E00002355","E00002355","Total",120,0,44,15,23,21,17
"2011","E00002360","E00002360","Total",119,2,6,103,7,1,0
"2011","E00002368","E00002368","Total",115,0,39,54,12,8,2
"2011","E00002369","E00002369","Total",147,0,9,90,26,16,6
"2011","E00002370","E00002370","Total",170,0,41,90,31,7,1
"2011","E00002372","E00002372","Total",216,1,117,71,25,1,1
"2011","E00174713","E00174713","Total",122,1,26,40,24,19,12
"2011","E00174731","E00174731","Total",121,2,20,57,28,2,12
"2011","E00174733","E00174733","Total",112,1,23,62,24,2,0
"2011","E00174736","E00174736","Total",125,0,45,24,42,13,1
"2011","E00174738","E00174738","Total",126,0,3,47,39,19,18
"2011","E00002373","E00002373","Total",134,0,12,83,24,11,4
"2011","E00002374","E00002374","Total",138,1,9,50,48,18,12
"2011","E00002375","E00002375","Total",122,0,58,57,4,2,1
"2011","E00002376","E00002376","Total",121,1,24,55,41,0,0
"2011","E00002377","E00002377","Total",128,1,17,99,8,1,2
"2011","E00003010","E00003010","Total",124,0,57,63,4,0,0
"2011","E00003011","E00003011","Total",112,0,54,38,11,8,1
"2011","E00003012","E00003012","Total",121,0,31,15,58,12,5
"2011","E00003013","E00003013","Total",105,1,3,18,39,31,13
"2011","E00003014","E00003014","Total",95,0,10,24,25,21,15
"2011","E00002426","E00002426","Total",105,1,2,3,63,31,5
"2011","E00002427","E00002427","Total",140,1,35,36,53,6,9
"2011","E00002428","E00002428","Total",114,0,2,6,83,19,4
"2011","E00002430","E00002430","Total",98,0,2,5,67,21,3
"2011","E00003001","E00003001","Total",123,0,16,35,59,10,3
"2011","E00003015","E00003015","Total",116,0,66,43,5,2,0
"2011","E00003016","E00003016","Total",127,4,79,37,6,1,0
"2011","E00003017","E00003017","Total",140,0,78,44,10,8,0
"2011","E00003018","E00003018","Total",130,0,3,43,76,8,0
"2011","E00003019","E00003019","Total",104,0,28,55,17,2,2
"2011","E00003020","E00003020","Total",109,0,30,33,38,7,1
"2011","E00003021","E00003021","Total",124,0,62,55,6,1,0
"2011","E00003023","E00003023","Total",121,0,13,31,69,6,2
"2011","E00003026","E00003026","Total",132,0,53,39,34,5,1
"2011","E00002432","E00002432","Total",113,0,5,7,77,15,9
"2011","E00002433","E00002433","Total",139,0,7,7,99,19,7
"2011","E00002435","E00002435","Total",106,1,3,6,64,22,10
"2011","E00002436","E00002436","Total",134,0,3,8,90,27,6
"2011","E00002442","E00002442","Total",100,1,1,1,71,20,6
"2011","E00002444","E00002444","Total",105,0,5,14,61,16,9
"2011","E00002446","E00002446","Total",116,1,9,16,67,17,6
"2011","E00002431","E00002431","Total",120,1,10,27,45,30,7
"2011","E00002438","E00002438","Total",102,0,5,10,60,20,7
"2011","E00002443","E00002443","Total",132,1,11,20,42,38,20
"2011","E00002448","E00002448","Total",125,0,29,26,33,31,6
"2011","E00002452","E00002452","Total",107,0,38,50,18,1,0
"2011","E00002425","E00002425","Total",146,0,8,42,76,18,2
"2011","E00002429","E00002429","Total",113,0,3,72,33,2,3
"2011","E00002434","E00002434","Total",117,0,5,9,71,24,8
"2011","E00002439","E00002439","Total",124,0,7,11,68,22,16
